,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp)
3453,Coimbatore,2016,18090,Diesel,Automatic,First,5,,45.73,BMW,16.2,2993,258
3454,Kochi,2014,71390,Diesel,Manual,First,5,,5.27,FORD,22.7,1498,89.84
3455,Mumbai,2014,41000,CNG,Manual,First,5,,3.5,MARUTI,26.2,998,58.2
3456,Ahmedabad,2016,67000,Diesel,Manual,First,5,,7.25,HONDA,26,1498,98.6
3457,Chennai,2008,99000,Diesel,Manual,Second,5,,1.6,TATA,17,1405,70
3458,Pune,2014,142000,Diesel,Manual,Second,5,,6,RENAULT,19.01,1461,108.45
3459,Chennai,2010,26966,Petrol,Manual,First,5,,3,HYUNDAI,20.36,1197,78.9
3460,Mumbai,2015,27628,Petrol,Manual,First,5,,4.95,HONDA,18.7,1199,88.7
3461,Hyderabad,2016,82497,Diesel,Manual,First,5,,8.99,MARUTI,23.65,1248,88.5
3462,Mumbai,2007,86000,Petrol,Manual,Third,5,,1.85,HONDA,11.9,2354,144
3463,Coimbatore,2016,26981,Petrol,Manual,First,5,,6.16,VOLKSWAGEN,16.47,1198,73.9
3464,Hyderabad,2010,110471,Diesel,Manual,First,5,,3.5,MARUTI,21.1,1248,73.9
3465,Jaipur,2014,69000,Petrol,Manual,First,5,7.52 Lakh,4.5,HONDA,19.5,1199,88.76
3466,Hyderabad,2017,12000,Petrol,Manual,First,5,,7.75,HYUNDAI,18.6,1197,81.83
3467,Hyderabad,2014,77500,Diesel,Manual,First,5,,6.6,RENAULT,20.45,1461,83.8
3468,Kochi,2014,48031,Petrol,Manual,First,5,,4.98,HYUNDAI,18.9,1197,82
3469,Chennai,2008,170000,Diesel,Automatic,Third,5,,9.75,BMW,16.07,1995,181
3470,Mumbai,2014,69565,Diesel,Manual,First,5,,5.55,FORD,22.7,1498,89.84
3471,Hyderabad,2016,45492,Diesel,Automatic,First,5,15.68 Lakh,10.3,VOLKSWAGEN,21.5,1498,108.5
3472,Chennai,2011,85000,Petrol,Automatic,Second,5,,7.5,HONDA,11.7,2354,177.6
3473,Hyderabad,2008,55902,Petrol,Manual,First,5,,1.8,CHEVROLET,14.49,1399,92.7
3474,Hyderabad,2017,18500,Petrol,Manual,First,5,,6.25,VOLKSWAGEN,16.2,1199,74
3475,Hyderabad,2015,129750,Diesel,Manual,Second,7,,6.8,MAHINDRA,14.95,2489,93.7
3476,Hyderabad,2009,50902,Petrol,Automatic,First,5,,3,HYUNDAI,19.2,1197,80
3477,Coimbatore,2015,84725,Diesel,Manual,First,7,,11.6,MAHINDRA,15.1,2179,140
3478,Mumbai,2013,40000,Diesel,Manual,Second,5,,6.95,HYUNDAI,22.7,1582,126.24
3479,Mumbai,2010,60000,Petrol,Manual,Third,5,,3.5,VOLKSWAGEN,14.3,1798,160
3480,Coimbatore,2014,33496,Petrol,Manual,First,5,7.45 Lakh,5.5,HYUNDAI,18.9,1197,81.86
3481,Mumbai,2015,25000,Petrol,Manual,First,5,,5.65,HYUNDAI,18.6,1197,81.83
3482,Ahmedabad,2013,71000,Diesel,Manual,First,8,,3.25,CHEVROLET,18.2,1248,73.8
3483,Coimbatore,2015,20826,Petrol,Automatic,First,5,,7.72,SKODA,14.3,1598,103.6
3484,Pune,2016,42244,Diesel,Manual,First,5,,12,HYUNDAI,19.67,1582,126.2
3485,Jaipur,2013,98598,Diesel,Manual,First,5,,1.55,CHEVROLET,25.44,936,57.6
3486,Delhi,2011,62100,Diesel,Manual,First,7,,10.75,TOYOTA,11.5,2982,171
3487,Coimbatore,2016,44238,Petrol,Manual,First,5,,6.72,HYUNDAI,18.6,1197,81.83
3488,Coimbatore,2012,91743,Diesel,Automatic,First,7,,28.55,AUDI,12.07,2967,241.4
3489,Bangalore,2013,19828,Diesel,Automatic,Second,4,,75,PORSCHE,17.85,2967,300
3490,Hyderabad,2016,36891,Petrol,Manual,First,5,,10.49,HONDA,17.8,1497,117.3
3491,Hyderabad,2012,90049,Diesel,Manual,First,7,,3.8,MAHINDRA,17.21,1493,100
3492,Ahmedabad,2012,74002,Diesel,Automatic,First,5,,18.5,AUDI,16.55,1968,140
3493,Kolkata,2013,41000,Petrol,Automatic,First,5,,6,HYUNDAI,12.37,2359,198.25
3494,Hyderabad,2012,83678,Diesel,Manual,First,5,,5.5,HYUNDAI,22.32,1582,126.32
3495,Pune,2010,91000,Petrol,Manual,First,5,,2.3,MARUTI,18.9,998,67.1
3496,Jaipur,2016,50000,Diesel,Manual,First,7,,8.7,MARUTI,24.52,1248,88.5
3497,Delhi,2015,58000,Diesel,Manual,First,5,,4.95,HYUNDAI,24.4,1120,71.01
3498,Jaipur,2012,80000,Diesel,Manual,First,5,,4.25,MARUTI,22.9,1248,74
3499,Kochi,2017,41290,Diesel,Manual,Second,7,,10.94,MAHINDRA,16,2179,140
3500,Delhi,2013,65000,Diesel,Automatic,First,5,67.87 Lakh,21.26,BMW,22.48,1995,190
3501,Bangalore,2016,16471,Petrol,Manual,Second,5,20.48 Lakh,11.5,TOYOTA,14.28,1798,138.03
3502,Pune,2015,54339,Diesel,Manual,Second,5,,6,HYUNDAI,22.54,1396,88.73
3503,Hyderabad,2016,24025,Petrol,Manual,First,6,,4.1,MAHINDRA,18.15,1198,82
3504,Kolkata,2013,24027,Petrol,Manual,First,5,,2.01,MARUTI,24.7,796,47.3
3505,Hyderabad,2010,59270,Petrol,Manual,First,5,,2.6,FIAT,15.7,1172,67
3506,Kolkata,2012,40000,Petrol,Manual,First,5,,2.35,MARUTI,18.9,998,67.1
3507,Bangalore,2012,155566,Diesel,Manual,Second,6,,9.15,MITSUBISHI,9.5,2835,118.6
3508,Chennai,2013,42320,Petrol,Manual,First,5,,2.9,HONDA,19.4,1198,86.8
3509,Coimbatore,2017,24153,Diesel,Manual,Second,5,,9.18,HYUNDAI,22.54,1396,88.73
3510,Mumbai,2016,27000,Petrol,Automatic,First,5,,11.45,HYUNDAI,13,1591,121.3
3511,Hyderabad,2012,92000,CNG,Manual,Second,5,,2.1,MARUTI,26.83,796,38.4
3512,Kochi,2017,61795,Petrol,Manual,First,5,,5.53,HONDA,17.8,1198,86.7
3513,Chennai,2016,13500,Petrol,Manual,First,6,,3.75,MAHINDRA,18.15,1198,82
3514,Pune,2018,4500,Petrol,Automatic,First,5,15.17 Lakh,12.5,HONDA,18,1497,117.3
3515,Mumbai,2017,23000,Diesel,Automatic,First,7,,15.5,MAHINDRA,16,2179,140
3516,Pune,2011,65400,Petrol,Manual,First,5,,2.1,HYUNDAI,0,1086,NULL
3517,Mumbai,2013,80578,Diesel,Automatic,Second,5,,14.5,MERCEDES-BENZ,14.84,2143,170
3518,Coimbatore,2017,42646,Diesel,Automatic,First,5,15.05 Lakh,12.46,RENAULT,19.6,1461,108.45
3519,Bangalore,2014,30000,Petrol,Manual,Second,5,,5.25,VOLKSWAGEN,16.47,1198,74
3520,Delhi,2012,90000,Diesel,Automatic,First,,,14.5,BMW,18.48,NAN,NAN
3521,Bangalore,2009,98000,Diesel,Automatic,Second,5,,25,MERCEDES-BENZ,13.5,2987,282
3522,Kochi,2012,66400,Petrol,Manual,First,,,2.66,HYUNDAI,0,NAN,NAN
3523,Hyderabad,2012,50000,Diesel,Automatic,First,4,,45,JAGUAR,12.9,2993,271.23
3524,Jaipur,2015,63310,Diesel,Manual,First,5,8.13 Lakh,5.1,MARUTI,28.4,1248,74
3525,Delhi,2014,66000,Diesel,Manual,First,5,,3.5,HONDA,25.8,1498,98.6
3526,Ahmedabad,2011,74000,Diesel,Automatic,Second,5,,12.5,BMW,16.07,1995,181
3527,Hyderabad,2012,93000,Diesel,Manual,First,5,,5.55,HYUNDAI,23.5,1396,88.7
3528,Delhi,2015,70000,Diesel,Automatic,First,7,,19.48,TOYOTA,11.5,2982,169
3529,Ahmedabad,2012,48772,Petrol,Manual,First,5,,3.91,MARUTI,18.6,1197,85.8
3530,Chennai,2010,66000,Petrol,Manual,First,5,,2.19,CHEVROLET,18.6,1199,79.4
3531,Coimbatore,2017,27417,Petrol,Automatic,First,5,,6.89,HYUNDAI,18.9,1197,82
3532,Coimbatore,2011,51593,Petrol,Manual,Second,5,,3.47,FORD,15.6,1196,70
3533,Mumbai,2008,86340,Petrol,Automatic,Second,5,,3.25,NISSAN,9.1,2349,NULL
3534,Pune,2010,75000,Petrol,Manual,First,5,,2.85,MARUTI,16.1,1298,88.2
3535,Coimbatore,2016,39237,Diesel,Automatic,First,5,,25.64,AUDI,17.11,1968,174.33
3536,Kochi,2018,11966,Petrol,Manual,First,5,,10.28,HONDA,16.8,1497,116.3
3537,Hyderabad,2015,37000,Petrol,Manual,First,5,8.79 Lakh,6.3,HONDA,18.2,1199,88.7
3538,Chennai,2014,70920,Diesel,Manual,First,5,,4.75,VOLKSWAGEN,20.14,1498,88.8
3539,Hyderabad,2013,65280,Diesel,Manual,First,5,14.72 Lakh,5.8,NISSAN,19.87,1461,83.14
3540,Hyderabad,2016,62000,Diesel,Automatic,First,7,,44.5,LAND,12.51,2179,187.7
3541,Kochi,2014,44525,Petrol,Manual,First,5,,4.65,HYUNDAI,18.5,1197,82.9
3542,Jaipur,2009,86863,Petrol,Manual,First,5,,3.6,HONDA,17,1497,118
3543,Hyderabad,2015,102626,Diesel,Manual,First,7,,12.25,MAHINDRA,16,2179,140
3544,Jaipur,2017,45000,Diesel,Manual,First,5,25.54 Lakh,20,JEEP,16.3,1956,170
3545,Jaipur,2017,22000,Diesel,Manual,First,7,,16,MAHINDRA,16,2179,140
3546,Coimbatore,2011,108905,Diesel,Automatic,Second,8,,6.21,MAHINDRA,11.79,2179,120
3547,Kolkata,2016,12800,Petrol,Manual,First,7,,3.25,DATSUN,19.44,1198,67
3548,Kolkata,2016,32000,Diesel,Manual,First,7,,9.75,MAHINDRA,15.4,2179,120
3549,Mumbai,2014,39000,Petrol,Automatic,First,5,,4.45,HONDA,15.5,1198,86.7
3550,Pune,2017,42000,Diesel,Manual,First,5,16.84 Lakh,12,HONDA,25.6,1498,98.6
3551,Chennai,2008,73000,Petrol,Manual,First,5,,0.8,TATA,14.4,1396,65
3552,Chennai,2018,48000,Diesel,Manual,First,5,8.28 Lakh,5.95,HYUNDAI,24,1186,73.97
3553,Pune,2015,18000,CNG,Manual,First,4,,3,MARUTI,33.44,796,40.3
3554,Kolkata,2014,19000,Petrol,Manual,First,5,,5.25,HYUNDAI,17.43,1396,105.5
3555,Coimbatore,2019,33598,Diesel,Manual,First,7,23.94 Lakh,22.2,TOYOTA,13.68,2393,147.8
3556,Jaipur,2012,63000,Diesel,Automatic,First,5,,13.5,BMW,17.05,1995,184
3557,Chennai,2015,48000,Diesel,Automatic,First,5,,13.5,VOLKSWAGEN,16.96,1968,138.03
3558,Delhi,2014,66000,Diesel,Manual,First,5,,3.47,FORD,20,1399,68.05
3559,Ahmedabad,2013,80000,Diesel,Automatic,Second,7,,9.5,MAHINDRA,11.18,2696,184
3560,Chennai,2011,37000,Petrol,Manual,First,5,,4.8,VOLKSWAGEN,15.04,1598,103.6
3561,Kochi,2016,35058,Petrol,Manual,First,5,,6.54,SKODA,15,1598,103.52
3562,Delhi,2012,52000,Petrol,Manual,First,5,,3.1,VOLKSWAGEN,16.47,1198,73.9
3563,Hyderabad,2015,61313,Diesel,Manual,First,5,,7.99,MARUTI,23.65,1248,88.5
3564,Kolkata,2009,45000,Petrol,Manual,Second,5,,3.3,TOYOTA,14.53,1798,138.1
3565,Bangalore,2015,74000,Diesel,Manual,First,7,,8.75,MARUTI,20.77,1248,88.8
3566,Hyderabad,2013,89000,Petrol,Automatic,First,5,,4.19,HYUNDAI,19.2,1197,80
3567,Kochi,2019,13414,Diesel,Automatic,First,5,43.07 Lakh,30.77,MERCEDES-BENZ,17.9,2143,136
3568,Jaipur,2006,95000,Petrol,Manual,Second,5,,2.11,HONDA,16.9,1497,100
3569,Jaipur,2018,15900,Petrol,Manual,First,6,7.88 Lakh,6.25,MAHINDRA,18.15,1198,82
3570,Delhi,2011,151000,Diesel,Manual,First,7,,11.4,TOYOTA,11.5,2982,171
3571,Bangalore,2011,65000,Petrol,Manual,First,5,,5.2,HONDA,17,1497,118
3572,Coimbatore,2017,36824,Diesel,Automatic,First,5,69.37 Lakh,39.84,AUDI,18.53,1968,187.74
3573,Coimbatore,2013,65287,Diesel,Manual,First,5,,4.45,FORD,20,1399,68.05
3574,Kolkata,2014,52000,Diesel,Automatic,First,5,,19.5,MERCEDES-BENZ,17.9,2143,136
3575,Hyderabad,2007,33000,Petrol,Manual,First,5,,1.75,CHEVROLET,15.26,1150,74.9
3576,Hyderabad,2016,71000,Diesel,Manual,First,5,,5.1,FORD,25.83,1498,99
3577,Delhi,2013,71000,Diesel,Automatic,First,5,,6.8,HYUNDAI,22.7,1582,126.2
3578,Kolkata,2016,20000,Petrol,Automatic,First,5,9.04 Lakh,5.74,MARUTI,21.4,1197,83.1
3579,Hyderabad,2010,71000,Petrol,Manual,First,5,,3.3,MARUTI,16.1,1197,85
3580,Hyderabad,2010,29000,Diesel,Automatic,First,4,,32,MERCEDES-BENZ,9.9,3498,271.72
3581,Ahmedabad,2016,27000,Diesel,Automatic,First,5,55.07 Lakh,35,BMW,21.76,1995,190
3582,Chennai,2017,19000,Diesel,Automatic,First,5,10.97 Lakh,8.9,MARUTI,28.4,1248,73.75
3583,Mumbai,2011,58000,Petrol,Manual,Second,5,,4,HYUNDAI,17.01,1591,121.3
3584,Kochi,2018,42203,Diesel,Manual,First,5,21.72 Lakh,19.46,JEEP,17.1,1956,170
3585,Hyderabad,2009,94000,Diesel,Automatic,First,5,,5.25,HYUNDAI,11.4,1991,142
3586,Delhi,2013,52000,CNG,Manual,Second,5,,2.6,MARUTI,15.1,1196,73
3587,Kolkata,2018,4900,Diesel,Manual,First,5,11.47 Lakh,9.22,TATA,21.5,1497,108.5
3588,Jaipur,2013,70000,Petrol,Manual,First,5,,1.8,HYUNDAI,21.1,814,55.2
3589,Hyderabad,2005,100000,Diesel,Manual,Second,5,,1.3,TATA,13.5,1405,NULL
3590,Kochi,2015,65266,Diesel,Automatic,First,5,,31.75,BMW,14.69,2993,258
3591,Delhi,2014,54569,Diesel,Manual,First,7,,5.99,MARUTI,20.77,1248,88.76
3592,Kochi,2015,51361,Petrol,Manual,First,5,,4.94,HONDA,18,1198,86.7
3593,Jaipur,2007,125000,Petrol,Manual,Third,5,,1.5,FORD,16.6,1388,68
3594,Bangalore,2008,66000,Petrol,Manual,Third,5,,3.25,HONDA,13.5,1799,130
3595,Hyderabad,2007,65047,LPG,Manual,First,5,,1.95,MARUTI,17.3,1061,57.5
3596,Delhi,2014,22281,Diesel,Manual,First,7,,6.5,MARUTI,20.77,1248,88.8
3597,Delhi,2013,63210,Diesel,Manual,First,5,,3.71,HYUNDAI,24,1120,70
3598,Pune,2018,31000,Petrol,Manual,First,5,,5,HYUNDAI,20.14,1197,81.86
3599,Ahmedabad,2008,60000,Petrol,Manual,First,5,,1.99,HYUNDAI,19.81,1086,68.05
3600,Mumbai,2017,32006,Petrol,Manual,First,5,,4.25,HONDA,18,1198,86.7
3601,Ahmedabad,2009,78000,Diesel,Automatic,First,5,,8,AUDI,12.4,2698,179.5
3602,Mumbai,2011,9489,Petrol,Manual,First,5,,2.95,HYUNDAI,20.36,1197,78.9
3603,Pune,2018,5000,Petrol,Manual,First,5,4.9 Lakh,3.5,RENAULT,25.17,799,53.3
3604,Jaipur,2012,60000,Diesel,Automatic,Second,5,,16,AUDI,15.2,1968,140.8
3605,Jaipur,2015,50000,Petrol,Manual,First,5,,2.75,MARUTI,22.74,796,47.3
3606,Delhi,2015,53000,Petrol,Manual,First,5,,6.95,HONDA,17.8,1497,117.3
3607,Delhi,2011,64000,Petrol,Automatic,Second,5,,12.5,MERCEDES-BENZ,11.74,1796,186
3608,Coimbatore,2017,43827,Diesel,Automatic,First,5,,36.83,AUDI,13.22,2967,241.4
3609,Pune,2011,36431,Petrol,Manual,First,5,,2.7,VOLKSWAGEN,16.2,1199,74
3610,Mumbai,2017,35000,Diesel,Manual,First,5,,9.9,HYUNDAI,21.38,1396,88.7
3611,Kochi,2011,94832,Petrol,Manual,First,5,,3.83,HONDA,17,1497,118
3612,Coimbatore,2012,88381,Petrol,Manual,First,5,,5.25,HONDA,17,1497,118
3613,Kolkata,2016,45194,Diesel,Manual,First,5,,7.75,MARUTI,22.7,1598,118
3614,Mumbai,2010,66000,Petrol,Manual,Second,5,,2.46,MARUTI,16.51,1586,103.2
3615,Kolkata,2014,38578,Diesel,Manual,First,5,,3.96,MARUTI,23.4,1248,74
3616,Chennai,2015,40000,Diesel,Manual,First,7,,8.25,MARUTI,20.77,1248,88.8
3617,Coimbatore,2018,20632,Petrol,Manual,First,5,,7.58,HYUNDAI,18.6,1197,81.83
3618,Hyderabad,2014,73042,Diesel,Manual,First,5,,3.99,HYUNDAI,24,1120,70
3619,Delhi,2014,54257,Petrol,Manual,First,5,,6.25,HONDA,17.4,1497,117.3
3620,Hyderabad,2013,93000,Diesel,Manual,First,5,,5,SKODA,20.5,1598,103.5
3621,Hyderabad,2005,102000,Diesel,Automatic,Second,5,,4.65,MERCEDES-BENZ,11,2987,198.5
3622,Coimbatore,2016,28881,Diesel,Automatic,First,7,,21.37,HYUNDAI,13.01,2199,194.3
3623,Hyderabad,2007,52195,Petrol,Manual,First,5,,1.75,MARUTI,19.7,796,46.3
3624,Coimbatore,2018,20422,Diesel,Manual,First,5,,16.09,ISUZU,12.4,2499,134
3625,Kolkata,2012,38000,Diesel,Manual,First,5,,4.1,HYUNDAI,24.8,1396,88.7
3626,Coimbatore,2015,92885,Diesel,Manual,First,5,,3.56,FORD,20,1399,68
3627,Pune,2010,43000,Petrol,Manual,Second,5,,4.21,HONDA,17,1497,118
3628,Coimbatore,2016,70478,Diesel,Manual,First,5,,6.86,MARUTI,17.8,1248,NULL
3629,Delhi,2015,57000,Diesel,Manual,First,5,,6.6,HYUNDAI,23.9,1582,126.2
3630,Coimbatore,2018,32434,Petrol,Automatic,First,5,,14.35,HYUNDAI,13,1591,121.3
3631,Hyderabad,2017,32000,Diesel,Manual,First,5,,9.5,FORD,22.7,1498,89.84
3632,Delhi,2011,59000,Diesel,Automatic,First,4,,21.9,BMW,11.2,2993,241
3633,Coimbatore,2016,76467,Diesel,Automatic,First,5,,30.45,BMW,18.12,1995,190
3634,Hyderabad,2016,100000,Diesel,Manual,First,5,,5.1,FORD,25.83,1498,99
3635,Pune,2013,37086,Petrol,Automatic,First,5,,5.44,HYUNDAI,17,1591,121.3
3636,Jaipur,2010,135000,Diesel,Manual,First,5,,1.6,FORD,13.8,1399,68
3637,Kochi,2014,54862,Diesel,Automatic,First,5,,16.67,AUDI,17.68,1968,174.33
3638,Hyderabad,2010,67758,Petrol,Manual,First,5,,9.5,HONDA,10.8,2354,NULL
3639,Pune,2012,56200,Petrol,Automatic,First,5,,3.85,HYUNDAI,15,1396,98.6
3640,Kochi,2011,169006,Diesel,Manual,First,7,36.69 Lakh,10.64,TOYOTA,14.24,2755,174.5
3641,Bangalore,2016,20229,Petrol,Manual,First,5,,3.5,RENAULT,25.17,799,53.3
3642,Chennai,2008,62000,Petrol,Manual,Third,5,,1.1,CHEVROLET,18,995,62
3643,Hyderabad,2011,51500,Petrol,Manual,Second,5,,2.6,HYUNDAI,16.2,1599,103.2
3644,Hyderabad,2012,69000,Diesel,Automatic,First,5,,18.5,BMW,18.88,1995,184
3645,Bangalore,2004,167000,Petrol,Manual,First,5,,1.35,HYUNDAI,0,1086,NULL
3646,Hyderabad,2015,62476,Diesel,Manual,First,5,,7.95,MARUTI,26.59,1248,74
3647,Jaipur,2017,60500,Diesel,Manual,First,5,,5.49,HYUNDAI,25.4,1186,73.97
3648,Mumbai,2017,17978,Petrol,Automatic,First,5,10.1 Lakh,6.95,HONDA,19,1199,88.7
3649,Jaipur,2008,300000,Diesel,Manual,First,5,,1,TATA,17,1405,70
3650,Chennai,2013,123000,Diesel,Manual,Second,5,,4.45,FORD,17.8,1399,67
3651,Kolkata,2016,45296,Diesel,Manual,First,5,12.53 Lakh,6.99,MARUTI,25.1,1248,88.5
3652,Coimbatore,2008,77325,Petrol,Manual,First,5,,3.51,MARUTI,15.6,1586,104.68
3653,Kochi,2018,25858,Petrol,Automatic,First,5,,7.54,MARUTI,21.4,1197,83.1
3654,Bangalore,2016,120000,Diesel,Manual,First,5,,3.65,MARUTI,23.2,1248,73.94
3655,Ahmedabad,2016,22000,Diesel,Automatic,First,5,,16,HYUNDAI,19.5,1582,126.24
3656,Kolkata,2012,11000,Petrol,Manual,First,5,,1.4,CHEVROLET,16.2,995,62.1
3657,Mumbai,2017,3900,Petrol,Manual,First,5,,6.45,HYUNDAI,18.6,1197,81.83
3658,Hyderabad,2016,106092,Diesel,Manual,First,5,,4.4,HYUNDAI,24.4,1120,71
3659,Delhi,2015,27000,Petrol,Automatic,First,5,,5.95,HONDA,19,1199,88.7
3660,Ahmedabad,2013,11000,Petrol,Manual,First,5,,3.9,HONDA,19.4,1198,86.8
3661,Coimbatore,2016,39753,Diesel,Automatic,First,5,,35.28,MERCEDES-BENZ,13,2143,201.1
3662,Pune,2017,39800,Diesel,Manual,First,7,20.87 Lakh,14.25,TATA,17.6,2179,153.86
3663,Pune,2017,73000,Diesel,Manual,First,5,,4.5,HYUNDAI,24.4,1120,71
3664,Pune,2015,55000,Diesel,Manual,First,5,,7.5,FORD,22.7,1498,89.84
3665,Coimbatore,2017,18351,Petrol,Automatic,First,4,,3.41,TATA,21.9,624,37.48
3666,Pune,2013,45000,Petrol,Manual,Second,5,,3.25,HONDA,19.4,1198,86.8
3667,Hyderabad,2016,112200,Diesel,Manual,First,7,,8.3,MARUTI,24.52,1248,88.5
3668,Bangalore,2010,29000,Petrol,Manual,First,5,,3.45,HYUNDAI,20.36,1197,78.9
3669,Hyderabad,2007,57309,Petrol,Manual,First,5,,2.1,HYUNDAI,17,1086,NULL
3670,Mumbai,2015,53392,Diesel,Manual,First,7,,11.95,MAHINDRA,16,2179,140
3671,Hyderabad,2010,71000,Diesel,Manual,First,5,,4.25,VOLKSWAGEN,20.54,1598,103.6
3672,Hyderabad,2014,93000,Diesel,Manual,First,7,,8.25,TATA,14,2179,138.1
3673,Hyderabad,2010,119000,Petrol,Manual,First,5,,5.95,HONDA,10.2,2354,180
3674,Coimbatore,2016,42225,Petrol,Manual,First,7,4.98 Lakh,4.3,MARUTI,15.1,1196,73
3675,Ahmedabad,2012,65000,Diesel,Manual,First,5,,3.9,MARUTI,22.9,1248,74
3676,Pune,2016,27809,Petrol,Automatic,First,5,,6.41,MARUTI,21.4,1197,83.1
3677,Coimbatore,2015,65100,Diesel,Manual,First,7,,8.36,MAHINDRA,15.1,2179,140
3678,Chennai,2014,51000,Petrol,Manual,First,5,,3.85,HYUNDAI,19.1,1197,82
3679,Hyderabad,2017,10000,Diesel,Automatic,First,5,,36,MERCEDES-BENZ,19.27,2143,167.62
3680,Kolkata,2011,54895,Petrol,Manual,First,5,,7.5,SKODA,13.14,1798,160
3681,Hyderabad,2015,80768,Diesel,Manual,First,5,,5.7,VOLKSWAGEN,20.14,1498,88.73
3682,Kochi,2019,12076,Petrol,Manual,First,5,5.9 Lakh,5.5,MARUTI,20.89,1197,81.8
3683,Chennai,2016,49000,Diesel,Manual,First,5,,5.9,MARUTI,25.2,1248,74
3684,Mumbai,2015,42366,Petrol,Manual,First,5,,7.75,HONDA,17.8,1497,117.3
3685,Ahmedabad,2010,68000,Diesel,Automatic,First,5,,18,BMW,11.5,2993,235
3686,Hyderabad,2008,122397,Diesel,Manual,First,5,,4.4,SKODA,17.5,1896,106
3687,Coimbatore,2017,50534,Petrol,Automatic,First,5,11.66 Lakh,8.27,VOLKSWAGEN,17.21,1197,103.5
3688,Ahmedabad,2014,55300,Diesel,Manual,First,5,,4.75,RENAULT,19.87,1461,83.8
3689,Hyderabad,2008,73095,Petrol,Automatic,First,5,,3.8,HONDA,16.8,1497,118
3690,Ahmedabad,2011,51100,Diesel,Manual,First,5,,3.4,VOLKSWAGEN,20.54,1598,103.6
3691,Pune,2016,13436,Petrol,Manual,Second,5,,4.7,HYUNDAI,18.9,1197,82
3692,Pune,2008,76000,Petrol,Manual,Second,5,,1.49,FORD,16.6,1388,68
3693,Mumbai,2016,63141,Diesel,Manual,Second,5,,4.5,HYUNDAI,24.4,1120,71
3694,Hyderabad,2014,74885,Diesel,Manual,First,5,,5.4,HONDA,25.8,1498,98.6
3695,Hyderabad,2016,14000,Petrol,Automatic,First,5,,11.5,HONDA,18,1497,117.3
3696,Pune,2012,56000,Diesel,Manual,Second,5,,3.5,RENAULT,20.4,1461,108.5
3697,Ahmedabad,2010,46000,Diesel,Automatic,First,5,63.71 Lakh,16.5,BMW,22.48,1995,190
3698,Mumbai,2012,51800,Petrol,Manual,First,5,,3.9,MARUTI,15.5,1586,103.3
3699,Hyderabad,2007,81000,Petrol,Automatic,First,5,,3.25,HONDA,16.4,1497,78
3700,Kochi,2018,17370,Petrol,Manual,First,5,,5.84,VOLKSWAGEN,17,1198,73.75
3701,Hyderabad,2016,18456,Petrol,Manual,First,5,,5.75,VOLKSWAGEN,17,1198,73.75
3702,Delhi,2010,59000,Diesel,Automatic,First,5,,10,AUDI,16.55,1968,140
3703,Mumbai,2006,141537,Petrol,Manual,Second,5,,1.05,MARUTI,18.9,998,67.1
3704,Delhi,2013,51000,Diesel,Automatic,First,5,,5.64,HYUNDAI,19.08,1582,126.32
3705,Coimbatore,2019,29311,Diesel,Automatic,First,5,64.57 Lakh,50.97,MERCEDES-BENZ,17.9,2143,170
3706,Mumbai,2016,31000,Diesel,Automatic,First,5,60.88 Lakh,29.95,BMW,21.76,1995,190
3707,Mumbai,2014,80000,Diesel,Manual,Second,7,,4.85,HONDA,24.2,1498,98.6
3708,Hyderabad,2016,33000,Diesel,Automatic,First,5,,14.5,HYUNDAI,17.01,1582,126.2
3709,Hyderabad,2011,71556,Petrol,Manual,First,5,,5.5,HONDA,17,1497,118
3710,Bangalore,2011,85000,Diesel,Manual,First,5,,3.2,FORD,17.8,1399,68
3711,Chennai,2016,91000,Diesel,Manual,First,5,,4.5,MARUTI,26.59,1248,74
3712,Coimbatore,2015,73187,Diesel,Automatic,First,5,,30.72,MERCEDES-BENZ,13,2143,204
3713,Jaipur,2009,232000,Diesel,Manual,First,7,,3.5,CHEVROLET,11.5,1991,147.9
3714,Bangalore,2007,127079,Diesel,Manual,First,7,,6.99,TOYOTA,12.8,2494,102
3715,Kochi,2014,58816,Diesel,Manual,First,7,,3.45,MAHINDRA,17.21,1493,100
3716,Kochi,2015,63818,Petrol,Manual,First,5,,6.57,HONDA,17.4,1497,117.3
3717,Kolkata,2014,40000,Diesel,Automatic,First,5,,17.5,AUDI,17.11,1968,174.33
3718,Delhi,2013,77445,Diesel,Manual,First,5,,3.75,VOLKSWAGEN,22.07,1199,73.9
3719,Pune,2017,14000,Petrol,Automatic,First,5,13.23 Lakh,9.99,FORD,14.8,1497,121.36
3720,Kolkata,2012,85122,Diesel,Manual,First,7,,8.2,TOYOTA,12.99,2494,100
3721,Jaipur,2005,123000,Petrol,Manual,Third,5,,1.1,HONDA,13,1493,100
3722,Kochi,2015,61000,CNG,Manual,First,5,,3.89,MARUTI,22.1,1586,85.7
3723,Chennai,2015,63714,Petrol,Manual,First,5,,2.45,MARUTI,24.7,796,47.3
3724,Pune,2009,53000,Diesel,Automatic,First,5,,13.75,MERCEDES-BENZ,8.7,2987,224.34
3725,Kolkata,2017,60000,Diesel,Manual,First,5,,3,MARUTI,26.59,1248,74
